,comment,label
674,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
675,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
676,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
677,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
680,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
681,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
682,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
683,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
684,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
686,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
687,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
688,should i return report report data directly single element returns data frame breakdown column nested list multiple elements fails error complaining top argument,DEFECT
689,jsonlite puts useful format leave rename counts column metric completely quickanddirty parser,CODE
691,this hack pages results error occurs adobe signals end results,CODE
692,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
693,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
694,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
695,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
696,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
697,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE
698,todo check token expired whether endpoint matches deciding,ARCHITECTURE
700,create sparse matrix tfidfs appears work provides convenient wrapper around sparsematrix error appears related deprecated functions,DEFECT
701,line working noun phrase function create weighted adjacency matrix,DEFECT
703,optimal modularity kept crashing communities optimalcommunity textnetwork,DEFECT
704,true considering previous statement,CODE
705,simple test determine proper numscale todo implement iqr,TEST
706,hack moment ordered indices ok,CODE
707,evaluate indices directly working subtractions,CODE
708,todo set path prepared data set stored todo make possible sort multiple columns cat preparing data tableplotting storing result increases tableplotting speed see prepare,REQUIREMENTS
709,fix x matrix nt factors,CODE
710,fix x matrix nt factors,CODE
711,empirical quantilequantile plot hacked qqplot stats,CODE
712,fix x matrix nt factors,CODE
713,one problematic problematic returns,CODE
714,drop quality scores needed anymore,CODE
715,not needed anymore,CODE
716,not needed anymore,CODE
717,assume based coordinate system todo check wether necessary,CODE
718,not needed anymore,CODE
719,not needed anymore,CODE
720,not needed anymore,CODE
721,not needed anymore,CODE
722,not needed anymore,CODE
724,todo encoding param ignored requirenamespace xml quietly true stop you must xml installed read xml files,CODE
725,because xml xmltodataframe nt impute column types match getcsv s behaviour,CODE
726,todo files need imported discovered currently listfiles uses lot storage space temporary files lot archives,ARCHITECTURE
727,todo stop using rownames errors duplicated,DEFECT
728,the implementation listfiles listfile might seem complex arrived lot toil the main design decision made user able pass many different types string listfiles get consistent result list local filenames one additional wrinkle two functions listfiles listfile this ensure listfile ever called length argument even though return multiple filenames for purposes explanation distinction elided there four possible types values x simple filename remote url glob pattern vector combination listfiles recursive design arguments resolve arguments need processing eg remote url could resolve zip file needs extracted the termination condition recursion argument passed local filepath refers single file needs processing eg something like pathtotexttsv however possible determine given argument path single file glob pattern matches multiple files without actually trying match this matters s result globbing expression could potentially need processing s recursion needs end we ca nt know beforehand rules globbing implementationdependent systems might treat pathtofile tsv either filename path depending whether support escaping glob wildcards we could tested return value sysglob see whether system treats given string glob pattern simple filename unfortunately sysglob return character either glob pattern matches files nonglob filename file nt exist nt work either we also ca nt test whether pattern regular file looking extension pathto zip glob expression zip extension,DEFECT
729,todo redo docs todo check remove extranous codes todo recurse file listing eg remote zip file todo readtext csv seem require textfield,ARCHITECTURE
730,it would nice able test escaped glob special characters filename r check allow file name exist package this still pass run test manually created file supposing platform supports expectequal length texts readtext dataglobspecial txt,TEST
731,code coverage nonexistent functions,TEST
732,todo refactor loop filetypes,TEST
733,todo what happens supply docnames,TEST
734,todo test vector filename url,TEST
735,todo nt remove add command,CODE
736,todo decide uninstalled packages,BUILD
738,ideal hopefully fixed https githubcomrstudiopackratissues507,CODE
739,todo need set options repos well snapshot work,CODE
742,must source virtualenv directory rstudio work properly probably fixed packrat,BUILD
743,todo decide uninstalled packages,BUILD
747,todo this work fine unless set hash particular length todo see dbiusebinary alternative approach dealing configuration i nt think really use though,CODE
749,todo could tidy serialization inteface i m sure i helpers somewhere though otoh accept binary skip serialisation anyway appropriate setting traits,CODE
753,todo things like hashalgorithm belong traits this needs sorting anyone writes driver,ARCHITECTURE
754,todo s great deal use using local cache passed null already access storr s environment cache,ARCHITECTURE
755,todo throughput use config keys data use storrrds internal details,CODE
756,this error options ca nt supported never use driver anything,CODE
757,for current r thereabouts writebin work long vectors we work around future versions use native r support the workaround unserialize use saverds serialize directly connection this far ideal faster previous approach iterating raw vector writing bitbybit file 30s approach vs 10s one we need make sure keep file write successful otherwise container claim existence object retrieved later causing havoc upstream,DEFECT
758,todo skips throwmissing branch,CODE
759,this unreachable theory checks makedom nocov,TEST
760,todo done possibly efficiently work level keys hashes so get hashes set values this work best objects storrs otoh storr logic bulk hard work us involve rehashing lot stuff needlessly it s bit nasty though re copying storrs different traits accept raw thing comes important different hash algorithms,ARCHITECTURE
761,nocov,TEST
762,this duplicates much code,CODE
763,behaviour driver support binary todo get picked covr,TEST
764,comes mediate modifications sims note mediate code tons special cases outputs this needs checked the ordered outcome output nt work pvalues need calculated currently done,DEFECT
765,circumvent eval call parentframe problem,BUILD
766,iv mediate todo implement boot,CODE
767,i nt love fraglen fragsd nt needed unless distr normal store anyway code better,CODE
768,work beause already checked stuff,CODE
769,todo ncdf files yet natively supported terra check variable used check z values attributes navalue may changed creation object file rat tables author robert j hijmans date february version license gpl v3,CODE
770,todo ncdf files yet natively supported terra check variable used check z values attributes navalue may changed creation object file rat tables,CODE
